px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.8157	-3.67519	-2.63467	-2.19873	0.32341	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	5.83159
10.8932	-3.53509	-2.65207	-2.16816	0.334541	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.396835
10.9942	-3.43781	-2.67735	-2.18942	0.277907	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.04028
11.0688	-3.2884	-2.71916	-2.15719	0.293507	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	1.04048
11.1139	-3.13445	-2.70158	-2.08825	0.367565	11.1178	-2.98807	11.1	-3	0.907725	2.72317	4.36236
11.1804	-2.97225	-2.73383	-2.05237	0.380913	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.730495
11.2307	-2.82251	-2.73363	-2.00757	0.412598	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.884842
11.2871	-2.6548	-2.76646	-1.97084	0.424396	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.660959
11.2335	-2.45113	-2.73924	-1.8019	0.632465	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	31.6075
11.2484	-2.29343	-2.7415	-1.75562	0.642456	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.498976
11.3461	-2.19168	-2.71209	-1.82639	0.486115	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	18.7425
11.3774	-2.02682	-2.73629	-1.79201	0.492015	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.305929
11.3845	-1.86853	-2.73831	-1.7369	0.531125	11.3011	-1.79507	11.35	-1.8	0	2.73035	1.17399
11.3951	-1.70895	-2.74733	-1.69899	0.538449	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.291894
11.3374	-1.54604	-2.75709	-1.5884	0.65639	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	10.7135
11.3252	-1.39734	-2.76737	-1.54706	0.663387	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.315044
11.2772	-1.23214	-2.78558	-1.46213	0.733135	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.72485
11.2403	-1.0981	-2.7558	-1.4143	0.740844	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.616941
11.121	-0.933856	-2.82296	-1.26836	0.897735	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	19.9974
11.0575	-0.785183	-2.84219	-1.21256	0.906235	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.697033
11.0066	-0.64636	-2.82142	-1.17548	0.885087	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.769058
10.9305	-0.515621	-2.80614	-1.11889	0.89294	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.309963
10.8307	-0.375117	-2.84314	-1.03628	0.942897	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	2.4186
10.7318	-0.266284	-2.8128	-0.972202	0.955721	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.700452
10.5645	-0.13335	-2.93268	-0.838054	1.07613	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	15.5762
10.4345	-0.0475235	-2.89773	-0.761475	1.09428	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	1.0585
10.3418	0.0469477	-2.84	-0.720943	1.06638	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	1.63134
10.2085	0.101878	-2.79023	-0.641017	1.08977	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.46484
10.0604	0.180957	-2.82243	-0.559604	1.11883	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.50824
9.91272	0.206813	-2.77143	-0.469848	1.14923	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.88272
9.75924	0.259494	-2.79044	-0.390836	1.16899	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	1.04394
9.60121	0.247773	-2.7367	-0.287661	1.21015	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.74601
9.44436	0.275136	-2.75148	-0.209776	1.22322	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.681727
9.28605	0.265754	-2.73216	-0.11832	1.24816	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.833313
9.1339	0.271588	-2.72876	-0.0446234	1.25302	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.136301
8.97858	0.26965	-2.7331	0.0281271	1.25636	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0559763
8.866	0.23078	-2.58152	0.111816	1.26954	8.90199	0.247143	8.85	0.25	-1.81847	0	7.01388
8.73146	0.223353	-2.5793	0.171424	1.25962	8.76016	0.263752	8.75	0.25	-1.81846	0	0.139949
8.54476	0.241198	-2.76485	0.203466	1.21858	8.46355	0.258809	8.55	0.25	-3.6326	0	11.3404
8.39118	0.216638	-2.77365	0.26314	1.21044	8.35367	0.252596	8.35	0.25	-3.6326	0	0.147771
8.23722	0.180091	-2.78725	0.324026	1.20385	8.05161	0.241868	8.2	0.25	-2.72841	0	0.484399
8.08877	0.156126	-2.79049	0.368768	1.18201	8.05411	0.247878	8.05	0.25	-2.72842	0	0.556035
7.94082	0.108945	-2.79867	0.424005	1.17158	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.4765
7.7945	0.0662065	-2.80135	0.469927	1.15274	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.491084
7.65069	0.0194378	-2.82923	0.506316	1.12189	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.23946
7.50819	-0.034676	-2.82799	0.549083	1.10307	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.528528
7.3465	-0.0559635	-2.90869	0.540974	1.02645	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	6.2869
7.21564	-0.096502	-2.89434	0.565837	1.00075	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	1.03349
7.11299	-0.193408	-2.82468	0.645315	1.03631	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.2738
6.98626	-0.257711	-2.80605	0.680318	1.01523	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.749912
6.87626	-0.353542	-2.78273	0.740149	1.0238	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.571537
6.76603	-0.434619	-2.76063	0.781291	1.00968	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.454684
6.67271	-0.540972	-2.73728	0.84299	1.02061	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.476891
6.57148	-0.636982	-2.72271	0.887054	1.00945	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.319676
6.52293	-0.798136	-2.69102	1.00782	1.099	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.22298
6.44822	-0.928462	-2.69436	1.06984	1.10043	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.00859302
6.39643	-1.0647	-2.70216	1.14281	1.12343	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.361594
6.34371	-1.20225	-2.71899	1.2046	1.1279	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.190348
6.29806	-1.32709	-2.71569	1.25539	1.1187	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.215596
6.25891	-1.45237	-2.70992	1.30928	1.11717	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.029925
6.25814	-1.62156	-2.74878	1.41936	1.19415	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.52601
6.24058	-1.7574	-2.74829	1.47856	1.19359	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00222624
6.27113	-1.94358	-2.80442	1.60164	1.27538	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.49222
6.29274	-2.0894	-2.78778	1.67684	1.28139	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.236789
6.30639	-2.2171	-2.72848	1.72432	1.24483	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.53346
6.34059	-2.35968	-2.71983	1.79624	1.24882	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0676404
6.35541	-2.48916	-2.67133	1.83739	1.20902	6.27034	-2.51837	6.35	-2.55	0	-3.63689	1.95795
6.38678	-2.64734	-2.69968	1.8957	1.19868	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.511385
6.44303	-2.80407	-2.74076	1.96757	1.20784	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.641934
6.49056	-2.96289	-2.7721	2.02147	1.19302	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.693579
6.54575	-3.09948	-2.75274	2.07215	1.17223	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.762695
6.60314	-3.25188	-2.77968	2.11963	1.15351	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.710653
6.67035	-3.37895	-2.74067	2.16675	1.1293	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.57877
6.73266	-3.53008	-2.76996	2.20453	1.10326	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.10223
6.80518	-3.6573	-2.74523	2.24641	1.07944	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.32432
6.86588	-3.81466	-2.77994	2.26894	1.04088	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	2.06978
6.93278	-3.93017	-2.71465	2.30039	1.00818	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	3.16663
6.99177	-4.08918	-2.74718	2.31099	0.962	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.64277
7.10154	-4.23148	-2.82638	2.35599	0.957336	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.42112
7.17128	-4.39141	-2.8543	2.36221	0.910015	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.53738
7.25301	-4.505	-2.80041	2.3896	0.88401	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.40719
7.30947	-4.67206	-2.8218	2.37793	0.823612	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.83086
7.37759	-4.76904	-2.73602	2.39642	0.795737	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	4.24598
7.42684	-4.91117	-2.74298	2.38494	0.744984	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.86604
7.53289	-5.03697	-2.84804	2.41217	0.740607	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.05752
7.59042	-5.18743	-2.85889	2.39617	0.687782	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.96527
7.65606	-5.27874	-2.70931	2.41102	0.659005	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	9.63167
7.71712	-5.43011	-2.71267	2.3954	0.607696	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	2.67642
7.81414	-5.54645	-2.74452	2.41484	0.59592	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.90868
7.88487	-5.69856	-2.75266	2.39955	0.548448	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	2.14067
7.95151	-5.7894	-2.60695	2.40916	0.523453	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	9.2311
8.01035	-5.93194	-2.60432	2.39008	0.476685	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	2.15509
8.11644	-6.04944	-2.6627	2.40693	0.469389	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	2.09611
8.1795	-6.20481	-2.67038	2.38022	0.418167	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	2.41412
8.29455	-6.32961	-2.7386	2.39542	0.412271	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.99456
8.36201	-6.48977	-2.74896	2.36641	0.361961	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	2.26355
8.42999	-6.58666	-2.62416	2.36755	0.339959	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.50854
8.48012	-6.73555	-2.61785	2.33532	0.29067	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	2.27955
8.55974	-6.84452	-2.59512	2.33781	0.277113	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	1.03021
8.60149	-7.00784	-2.59745	2.29349	0.219727	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	2.88799
8.70941	-7.13612	-2.68391	2.30435	0.222039	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	3.24334
8.7629	-7.3063	-2.69913	2.26285	0.170493	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	2.327
8.82613	-7.41969	-2.60425	2.25125	0.14548	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.87182
8.87778	-7.56563	-2.60459	2.2223	0.110093	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	1.09774
8.97997	-7.69496	-2.6911	2.2335	0.119739	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.58398
9.03704	-7.85064	-2.70179	2.20329	0.0847078	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	1.03921
9.12473	-7.97697	-2.74842	2.20536	0.0847643	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	1.12493
9.16367	-8.13206	-2.75938	2.16612	0.043335	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	1.49047
9.20127	-8.24723	-2.62202	2.13778	0.00471177	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.71325
9.24293	-8.39638	-2.62412	2.10628	-0.0255262	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.823737
9.31576	-8.52581	-2.63936	2.10337	-0.0258431	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.192728
9.35084	-8.68454	-2.64882	2.06602	-0.0597983	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.992961
9.41727	-8.81878	-2.66154	2.05982	-0.0615766	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.207426
9.4471	-8.97922	-2.67103	2.02167	-0.0942956	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.935753
9.51493	-9.10928	-2.71834	2.02368	-0.083443	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.11923
9.5358	-9.2703	-2.73887	1.98222	-0.118336	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	1.15337
9.59272	-9.41169	-2.74597	1.97366	-0.119538	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.118423
9.62153	-9.57823	-2.76179	1.93945	-0.145371	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.616065
9.67576	-9.71236	-2.78843	1.93677	-0.137819	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.450871
9.69524	-9.86994	-2.8062	1.90273	-0.163136	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.634313
9.72281	-9.99737	-2.77074	1.88125	-0.180055	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.729848
9.75871	-10.1348	-2.77487	1.86707	-0.18486	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0250561
9.76761	-10.2705	-2.68981	1.82578	-0.226593	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.52386
9.79239	-10.4235	-2.69773	1.80343	-0.23577	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0888214
9.84317	-10.5783	-2.74107	1.80447	-0.216805	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.03555
9.86879	-10.7324	-2.74789	1.78547	-0.223324	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0485754
9.87789	-10.8618	-2.70756	1.75621	-0.247256	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.17447
9.8876	-11.0087	-2.72137	1.73162	-0.258482	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.168197
9.90383	-11.1402	-2.72056	1.71746	-0.258762	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.375281
9.89921	-11.2953	-2.74181	1.68531	-0.276377	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.415485
9.91866	-11.4361	-2.76287	1.67802	-0.265983	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.427021
9.90629	-11.593	-2.78378	1.64448	-0.284537	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.451053
9.84282	-11.7183	-2.64244	1.55478	-0.385045	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	16.082
9.81787	-11.8665	-2.64492	1.51974	-0.397898	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.292127
9.78697	-12.0082	-2.61353	1.47349	-0.430875	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.51705
9.74119	-12.157	-2.622	1.42979	-0.449194	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.543933
9.70248	-12.2949	-2.60511	1.38895	-0.469673	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.479261
9.64381	-12.4461	-2.62271	1.34251	-0.488126	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.516146
9.53779	-12.5595	-2.53755	1.23631	-0.594155	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	10.8889
9.46046	-12.6893	-2.54313	1.18475	-0.611233	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.660253
9.31669	-12.7736	-2.46411	1.04338	-0.760069	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	18.9187
9.20288	-12.8807	-2.48483	0.973847	-0.787733	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	1.83992
9.05117	-12.967	-2.46086	0.843982	-0.902369	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	9.76079
8.93615	-13.0536	-2.45751	0.778517	-0.916706	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.851258
8.81014	-13.1337	-2.45796	0.69546	-0.958918	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	1.42128
8.67353	-13.2098	-2.471	0.623017	-0.975753	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	1.0196
8.45861	-13.2284	-2.51356	0.426009	-1.17347	8.27267	-12.996	8.4	-13.15	-2.99683	0	27.1222
8.32892	-13.2581	-2.50498	0.353531	-1.18632	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.8781
8.20106	-13.2955	-2.49046	0.293421	-1.17619	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.08682
8.04862	-13.3202	-2.50161	0.214924	-1.18745	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.689626
7.89294	-13.3364	-2.53492	0.122982	-1.22432	7.86599	-13.4154	7.8	-13.25	-2.7295	0	1.28174
7.73128	-13.3349	-2.55154	0.0402108	-1.23652	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.993284
7.59859	-13.3322	-2.55839	-0.0270614	-1.2428	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.111198
7.44844	-13.3149	-2.58136	-0.100627	-1.25062	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.844147
7.28125	-13.2726	-2.64231	-0.205447	-1.29945	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.73274
7.12518	-13.227	-2.6585	-0.285935	-1.30587	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.535527
6.98851	-13.1809	-2.64034	-0.352816	-1.29547	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.873413
6.81351	-13.1395	-2.69987	-0.415064	-1.28157	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.49679
6.68407	-13.0821	-2.72051	-0.48058	-1.28509	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.309524
6.52288	-13.0287	-2.7796	-0.531677	-1.26755	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.61503
6.44252	-13.0134	-2.55647	-0.534654	-1.16888	6.27012	-13.1139	6.25	-13.05	-1.81729	0	23.6983
6.28192	-12.9669	-2.60724	-0.571775	-1.13981	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.48362
6.14921	-12.8748	-2.66155	-0.643832	-1.15534	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.21495
5.99517	-12.8032	-2.70616	-0.684015	-1.1307	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	1.09654
5.89583	-12.7339	-2.66417	-0.725237	-1.11017	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.19335
5.73848	-12.6758	-2.72181	-0.740818	-1.06969	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.40226
5.65179	-12.619	-2.61535	-0.766196	-1.02935	5.45236	-12.7392	5.45	-12.7	-2.00001	1	5.87824
5.5077	-12.5584	-2.65674	-0.779082	-0.99145	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.8153
5.40855	-12.465	-2.66813	-0.825347	-0.989012	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.203823
5.27471	-12.3876	-2.70275	-0.843064	-0.957827	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	1.26368
5.17854	-12.2931	-2.67641	-0.884145	-0.945439	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	1.02728
5.05017	-12.1974	-2.70007	-0.908058	-0.918397	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.815047
4.94691	-12.0582	-2.83448	-0.966558	-0.941766	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	7.65195
4.83942	-11.9498	-2.85449	-0.994149	-0.922647	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.476023
4.77143	-11.8452	-2.78572	-1.03319	-0.91081	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.50241
4.68587	-11.7326	-2.7931	-1.06614	-0.898659	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.15244
4.60545	-11.5932	-2.86976	-1.11101	-0.90188	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.43201
4.55042	-11.4613	-2.86748	-1.16017	-0.905792	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.016001
4.48406	-11.3136	-2.92635	-1.2042	-0.905241	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.349
4.44309	-11.1694	-2.92806	-1.25671	-0.912124	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.0597536
4.44103	-11.0457	-2.7688	-1.32774	-0.93463	4.43672	-11.0976	4.45	-11.05	0	1.8168	10.045
4.41306	-10.9048	-2.75777	-1.37972	-0.935713	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.149972
4.38736	-10.7646	-2.77255	-1.42529	-0.933846	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.106989
4.39024	-10.6289	-2.76271	-1.48395	-0.945926	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.293698
4.43433	-10.5132	-2.63569	-1.57331	-0.997196	4.44716	-10.5583	4.45	-10.55	0	2.00041	8.03349
4.43881	-10.3907	-2.62469	-1.62181	-0.996454	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.143729
4.45304	-10.2594	-2.61993	-1.6758	-1.00131	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.0561039
4.48959	-10.1272	-2.62109	-1.73927	-1.01418	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.238325
4.49433	-9.97934	-2.66053	-1.76982	-0.981737	4.56608	-10.005	4.55	-10	0	2.72717	1.56506
4.53452	-9.83663	-2.66164	-1.82883	-0.9865	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.036032
4.58866	-9.69755	-2.65221	-1.89607	-1.00229	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.237318
4.66411	-9.55368	-2.66796	-1.96806	-1.01764	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.39309
4.67224	-9.41264	-2.71699	-1.96448	-0.946332	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.6511
4.75446	-9.27789	-2.74194	-2.02888	-0.961177	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.548455
4.87307	-9.17169	-2.71714	-2.13664	-1.03697	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.25816
4.96517	-9.05283	-2.73433	-2.19794	-1.04491	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.217837
4.98055	-8.92589	-2.74189	-2.1683	-0.935124	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.10335
5.07846	-8.79943	-2.77335	-2.22293	-0.940654	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.481029
5.20169	-8.69275	-2.77248	-2.30402	-0.977792	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.20982
5.31839	-8.57885	-2.78636	-2.36332	-0.982085	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.123569
5.35079	-8.45274	-2.76919	-2.32859	-0.867758	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.42574
5.46745	-8.33548	-2.80879	-2.37607	-0.869243	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.668081
5.57335	-8.23247	-2.82046	-2.41916	-0.869278	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.40872
5.69501	-8.12511	-2.8525	-2.46347	-0.868299	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.438387
5.75234	-8.00788	-2.82098	-2.43719	-0.76955	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.72236
5.86019	-7.91258	-2.82622	-2.47286	-0.766822	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0570383
5.94471	-7.80701	-2.81225	-2.47456	-0.714851	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	2.30877
6.05557	-7.70927	-2.8239	-2.50486	-0.709498	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.216811
6.15681	-7.60211	-2.80588	-2.51044	-0.660875	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	2.03532
6.27639	-7.50351	-2.80837	-2.54028	-0.655078	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.209507
6.39801	-7.41999	-2.82293	-2.57844	-0.666946	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.19478
6.52735	-7.32762	-2.85034	-2.60637	-0.660912	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.3842
6.66205	-7.24818	-2.84981	-2.64012	-0.657197	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0154873
6.79151	-7.17316	-2.84123	-2.67248	-0.654302	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.12192
6.86388	-7.07681	-2.76604	-2.6396	-0.556732	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	9.10709
6.98173	-7.00288	-2.76837	-2.66196	-0.551788	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.136091
7.1141	-6.93057	-2.76225	-2.68483	-0.539702	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.211993
7.25476	-6.83764	-2.78801	-2.70141	-0.526835	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.692131
7.34443	-6.73721	-2.70697	-2.66346	-0.424673	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	10.8016
7.47827	-6.64547	-2.7266	-2.67428	-0.412595	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.534824
